IssueType,Id,Name,Summary,EpicName,EpicLink,Sprint,Team,Application,Flow,StoryPoints,TotalStories,TotalStoryPoints
Story,MULE2CAM-8-soap-webservice-security_1.4.0-SNAPSHOT-UsernameTokenServiceFlow,UsernameTokenServiceFlow,Migrate UsernameTokenServiceFlow from soap-webservice-security_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-soap-webservice-security_1.4.0-SNAPSHOT,8,Standard Team,soap-webservice-security_1.4.0-SNAPSHOT,UsernameTokenServiceFlow,3,null,null
Story,MULE2CAM-8-login-form-using-the-http-connector_1.4.0-SNAPSHOT-GetLoginPageFlow,GetLoginPageFlow,Migrate GetLoginPageFlow from login-form-using-the-http-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-login-form-using-the-http-connector_1.4.0-SNAPSHOT,8,Standard Team,login-form-using-the-http-connector_1.4.0-SNAPSHOT,GetLoginPageFlow,2,null,null
Story,MULE2CAM-8-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2-get:/currencies:currency-config,get:/currencies:currency-config,Migrate get:/currencies:currency-config from processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,null,MULE2CAM-EPIC-processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,8,Standard Team,processing-orders-with-dataweave-and-APIkit_1.4.0-SNAPSHOT-2,get:/currencies:currency-config,1,null,null
Story,MULE2CAM-9-sap-data-retrieval_1.4.0-SNAPSHOT-get:/materials:sap-api-config,get:/materials:sap-api-config,Migrate get:/materials:sap-api-config from sap-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-sap-data-retrieval_1.4.0-SNAPSHOT,9,Expert Team,sap-data-retrieval_1.4.0-SNAPSHOT,get:/materials:sap-api-config,13,null,null
Story,MULE2CAM-9-testing-apikit-with-munit_1.4.0-SNAPSHOT-api-main,api-main,Migrate api-main from testing-apikit-with-munit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-testing-apikit-with-munit_1.4.0-SNAPSHOT,9,Expert Team,testing-apikit-with-munit_1.4.0-SNAPSHOT,api-main,8,null,null
Story,MULE2CAM-9-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT-Bank3Flow,Bank3Flow,Migrate Bank3Flow from foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,9,Expert Team,foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,Bank3Flow,3,null,null
Story,MULE2CAM-9-rest-api-with-apikit_1.4.0-SNAPSHOT-get:/teams/{teamId}:leagues-config,get:/teams/{teamId}:leagues-config,Migrate get:/teams/{teamId}:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,9,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,get:/teams/{teamId}:leagues-config,8,null,null
Story,MULE2CAM-9-mule-expression-language-basics_1.4.0-SNAPSHOT-docs-greetingFlow4,docs-greetingFlow4,Migrate docs-greetingFlow4 from mule-expression-language-basics_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-mule-expression-language-basics_1.4.0-SNAPSHOT,9,Standard Team,mule-expression-language-basics_1.4.0-SNAPSHOT,docs-greetingFlow4,5,null,null
Story,MULE2CAM-9-extracting-data-from-LDAP-directory_1.4.0-SNAPSHOT-ldapFlow1,ldapFlow1,Migrate ldapFlow1 from extracting-data-from-LDAP-directory_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-extracting-data-from-LDAP-directory_1.4.0-SNAPSHOT,9,Standard Team,extracting-data-from-LDAP-directory_1.4.0-SNAPSHOT,ldapFlow1,3,null,null
Story,MULE2CAM-9-munit-short-tutorial_1.4.0-SNAPSHOT-exampleFlow,exampleFlow,Migrate exampleFlow from munit-short-tutorial_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-munit-short-tutorial_1.4.0-SNAPSHOT,9,Standard Team,munit-short-tutorial_1.4.0-SNAPSHOT,exampleFlow,3,null,null
Story,MULE2CAM-9-soap-webservice-security_1.4.0-SNAPSHOT-UsernameTokenSignedServiceFlow,UsernameTokenSignedServiceFlow,Migrate UsernameTokenSignedServiceFlow from soap-webservice-security_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-soap-webservice-security_1.4.0-SNAPSHOT,9,Standard Team,soap-webservice-security_1.4.0-SNAPSHOT,UsernameTokenSignedServiceFlow,3,null,null
Story,MULE2CAM-9-login-form-using-the-http-connector_1.4.0-SNAPSHOT-CallLoginFlowUsingRequester,CallLoginFlowUsingRequester,Migrate CallLoginFlowUsingRequester from login-form-using-the-http-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-login-form-using-the-http-connector_1.4.0-SNAPSHOT,9,Standard Team,login-form-using-the-http-connector_1.4.0-SNAPSHOT,CallLoginFlowUsingRequester,2,null,null
Story,MULE2CAM-10-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-orderRequest,orderRequest,Migrate orderRequest from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,10,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,orderRequest,13,null,null
Story,MULE2CAM-10-testing-apikit-with-munit_1.4.0-SNAPSHOT-get:/munit:api-config,get:/munit:api-config,Migrate get:/munit:api-config from testing-apikit-with-munit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-testing-apikit-with-munit_1.4.0-SNAPSHOT,10,Expert Team,testing-apikit-with-munit_1.4.0-SNAPSHOT,get:/munit:api-config,8,null,null
Story,MULE2CAM-10-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT-Bank4Flow,Bank4Flow,Migrate Bank4Flow from foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,10,Expert Team,foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,Bank4Flow,3,null,null
Story,MULE2CAM-10-rest-api-with-apikit_1.4.0-SNAPSHOT-delete:/teams/{teamId}:leagues-config,delete:/teams/{teamId}:leagues-config,Migrate delete:/teams/{teamId}:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,10,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,delete:/teams/{teamId}:leagues-config,8,null,null
Story,MULE2CAM-10-salesforce-data-retrieval_1.4.0-SNAPSHOT-showFormFlow,showFormFlow,Migrate showFormFlow from salesforce-data-retrieval_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-salesforce-data-retrieval_1.4.0-SNAPSHOT,10,Standard Team,salesforce-data-retrieval_1.4.0-SNAPSHOT,showFormFlow,5,null,null
Story,MULE2CAM-10-http-login-html-form-httpMultipartRequestFlow,httpMultipartRequestFlow,Migrate httpMultipartRequestFlow from http-login-html-form,null,MULE2CAM-EPIC-http-login-html-form,10,Standard Team,http-login-html-form,httpMultipartRequestFlow,3,null,null
Story,MULE2CAM-10-munit-short-tutorial_1.4.0-SNAPSHOT-exampleFlow2,exampleFlow2,Migrate exampleFlow2 from munit-short-tutorial_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-munit-short-tutorial_1.4.0-SNAPSHOT,10,Standard Team,munit-short-tutorial_1.4.0-SNAPSHOT,exampleFlow2,3,null,null
Story,MULE2CAM-10-soap-webservice-security_1.4.0-SNAPSHOT-UsernameTokenEncryptedServiceFlow,UsernameTokenEncryptedServiceFlow,Migrate UsernameTokenEncryptedServiceFlow from soap-webservice-security_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-soap-webservice-security_1.4.0-SNAPSHOT,10,Standard Team,soap-webservice-security_1.4.0-SNAPSHOT,UsernameTokenEncryptedServiceFlow,3,null,null
Story,MULE2CAM-10-mule-component-bindings-mule-component-bindingsFlow1,mule-component-bindingsFlow1,Migrate mule-component-bindingsFlow1 from mule-component-bindings,null,MULE2CAM-EPIC-mule-component-bindings,10,Standard Team,mule-component-bindings,mule-component-bindingsFlow1,2,null,null
Story,MULE2CAM-11-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-samsungOrder,samsungOrder,Migrate samsungOrder from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,11,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,samsungOrder,13,null,null
Story,MULE2CAM-11-testing-apikit-with-munit_1.4.0-SNAPSHOT-put:/munit:api-config,put:/munit:api-config,Migrate put:/munit:api-config from testing-apikit-with-munit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-testing-apikit-with-munit_1.4.0-SNAPSHOT,11,Expert Team,testing-apikit-with-munit_1.4.0-SNAPSHOT,put:/munit:api-config,8,null,null
Story,MULE2CAM-11-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT-Bank5Flow,Bank5Flow,Migrate Bank5Flow from foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,11,Expert Team,foreach-processing-and-choice-routing_1.4.0-SNAPSHOT,Bank5Flow,3,null,null
Story,MULE2CAM-11-rest-api-with-apikit_1.4.0-SNAPSHOT-get:/positions:leagues-config,get:/positions:leagues-config,Migrate get:/positions:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,11,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,get:/positions:leagues-config,8,null,null
Story,MULE2CAM-11-salesforce-to-MySQL-DB-using-Batch-Processing_1.4.0-SNAPSHOT-triggerFlow,triggerFlow,Migrate triggerFlow from salesforce-to-MySQL-DB-using-Batch-Processing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-salesforce-to-MySQL-DB-using-Batch-Processing_1.4.0-SNAPSHOT,11,Standard Team,salesforce-to-MySQL-DB-using-Batch-Processing_1.4.0-SNAPSHOT,triggerFlow,5,null,null
Story,MULE2CAM-11-http-oauth-provider-protectedAuthcodeFlow,protectedAuthcodeFlow,Migrate protectedAuthcodeFlow from http-oauth-provider,null,MULE2CAM-EPIC-http-oauth-provider,11,Standard Team,http-oauth-provider,protectedAuthcodeFlow,3,null,null
Story,MULE2CAM-11-oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT-boxUserLoginFlow,boxUserLoginFlow,Migrate boxUserLoginFlow from oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT,11,Standard Team,oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT,boxUserLoginFlow,3,null,null
Story,MULE2CAM-11-xml-only-soap-webservice_1.4.0-SNAPSHOT-PatientService,PatientService,Migrate PatientService from xml-only-soap-webservice_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-xml-only-soap-webservice_1.4.0-SNAPSHOT,11,Standard Team,xml-only-soap-webservice_1.4.0-SNAPSHOT,PatientService,3,null,null
Story,MULE2CAM-11-mule-component-bindings-TwitterFlow,TwitterFlow,Migrate TwitterFlow from mule-component-bindings,null,MULE2CAM-EPIC-mule-component-bindings,11,Standard Team,mule-component-bindings,TwitterFlow,2,null,null
Story,MULE2CAM-12-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT-auditService,auditService,Migrate auditService from service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,12,Expert Team,service-orchestration-and-choice-routing_1.4.0-SNAPSHOT,auditService,13,null,null
Story,MULE2CAM-12-testing-apikit-with-munit_1.4.0-SNAPSHOT-delete:/munit:api-config,delete:/munit:api-config,Migrate delete:/munit:api-config from testing-apikit-with-munit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-testing-apikit-with-munit_1.4.0-SNAPSHOT,12,Expert Team,testing-apikit-with-munit_1.4.0-SNAPSHOT,delete:/munit:api-config,8,null,null
Story,MULE2CAM-12-salesforce-data-synchronization-using-watermarking-and-batch-processing_1.4.0-SNAPSHOT-triggerFlow,triggerFlow,Migrate triggerFlow from salesforce-data-synchronization-using-watermarking-and-batch-processing_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-salesforce-data-synchronization-using-watermarking-and-batch-processing_1.4.0-SNAPSHOT,12,Expert Team,salesforce-data-synchronization-using-watermarking-and-batch-processing_1.4.0-SNAPSHOT,triggerFlow,3,null,null
Story,MULE2CAM-12-rest-api-with-apikit_1.4.0-SNAPSHOT-get:/fixture:leagues-config,get:/fixture:leagues-config,Migrate get:/fixture:leagues-config from rest-api-with-apikit_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-rest-api-with-apikit_1.4.0-SNAPSHOT,12,Senior Team,rest-api-with-apikit_1.4.0-SNAPSHOT,get:/fixture:leagues-config,8,null,null
Story,MULE2CAM-12-soap-webservice-security_1.4.0-SNAPSHOT-SamlTokenServiceFlow,SamlTokenServiceFlow,Migrate SamlTokenServiceFlow from soap-webservice-security_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-soap-webservice-security_1.4.0-SNAPSHOT,12,Standard Team,soap-webservice-security_1.4.0-SNAPSHOT,SamlTokenServiceFlow,5,null,null
Story,MULE2CAM-12-implementing-a-choice-exception-strategy_1.4.0-SNAPSHOT-choice-error-handlingFlow1,choice-error-handlingFlow1,Migrate choice-error-handlingFlow1 from implementing-a-choice-exception-strategy_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-implementing-a-choice-exception-strategy_1.4.0-SNAPSHOT,12,Standard Team,implementing-a-choice-exception-strategy_1.4.0-SNAPSHOT,choice-error-handlingFlow1,3,null,null
Story,MULE2CAM-12-oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT-userLoginDoneFlow,userLoginDoneFlow,Migrate userLoginDoneFlow from oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT,12,Standard Team,oauth2-authorization-code-using-the-HTTP-connector_1.4.0-SNAPSHOT,userLoginDoneFlow,3,null,null
Story,MULE2CAM-12-xml-only-soap-webservice_1.4.0-SNAPSHOT-EHRService,EHRService,Migrate EHRService from xml-only-soap-webservice_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-xml-only-soap-webservice_1.4.0-SNAPSHOT,12,Standard Team,xml-only-soap-webservice_1.4.0-SNAPSHOT,EHRService,3,null,null
Story,MULE2CAM-12-mule-expression-language-basics_1.4.0-SNAPSHOT-greetingFlow1,greetingFlow1,Migrate greetingFlow1 from mule-expression-language-basics_1.4.0-SNAPSHOT,null,MULE2CAM-EPIC-mule-expression-language-basics_1.4.0-SNAPSHOT,12,Standard Team,mule-expression-language-basics_1.4.0-SNAPSHOT,greetingFlow1,2,null,null
null,SPRINT-1,Sprint 1,Sprint 1,null,null,1,null,null,null,null,12,77
null,SPRINT-2,Sprint 2,Sprint 2,null,null,2,null,null,null,null,12,71
null,SPRINT-3,Sprint 3,Sprint 3,null,null,3,null,null,null,null,11,60
null,SPRINT-4,Sprint 4,Sprint 4,null,null,4,null,null,null,null,11,57
null,SPRINT-5,Sprint 5,Sprint 5,null,null,5,null,null,null,null,11,57
null,SPRINT-6,Sprint 6,Sprint 6,null,null,6,null,null,null,null,11,53
null,SPRINT-7,Sprint 7,Sprint 7,null,null,7,null,null,null,null,11,52
null,SPRINT-8,Sprint 8,Sprint 8,null,null,8,null,null,null,null,10,49
null,SPRINT-9,Sprint 9,Sprint 9,null,null,9,null,null,null,null,9,48
null,SPRINT-10,Sprint 10,Sprint 10,null,null,10,null,null,null,null,9,48
null,SPRINT-11,Sprint 11,Sprint 11,null,null,11,null,null,null,null,9,48
null,SPRINT-12,Sprint 12,Sprint 12,null,null,12,null,null,null,null,9,48
